"X","...1","s.gender","s.level","infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
815,815,1,2,2,3,2,4,4,3,1,4,2,4,4,4,1,4,3,2,4,3,2,3,2,1,3,3,15.2,3.83,2.83,1.76,2,3,2,5,5,5,5,5,5,3,"NE",1,0
816,816,1,2,2,2,4,4,4,2,1,4,1,4,4,2,1,4,3,2,3,2,1,3,4,3,2,3,14.9,13.47,3.12,2.75,1,1,1,1,1,3,3,2,1,3,"NE",2,1
817,817,1,1,2,2,2,3,4,3,1,1,1,1,4,4,1,4,NA,1,1,1,NA,5,5,5,5,3,12.8,19.79,3.25,3.23,1,2,2,4,2,3,3,5,3,3,"NE",1,3
818,818,1,2,2,3,2,3,4,1,1,3,1,4,4,4,1,4,3,2,3,2,1,3,3,3,3,3,9.8,10.59,2.57,2.07,2,2,2,5,5,5,5,5,5,3,"NE",1,1
819,819,2,3,2,3,4,2,4,4,1,3,2,3,4,4,1,4,3,1,2,2,1,5,5,5,5,3,14,19.31,3.06,2.98,1,3,1,4,3,3,4,2,1,3,"NE",1,0
820,820,1,2,2,2,1,4,4,2,1,4,1,4,4,4,1,4,2,2,3,2,1,3,3,2,2,3,6.7,17.96,2.82,2.73,2,2,1,3,2,5,4,5,5,3,"NE",2,1
821,821,1,3,2,3,1,2,4,1,1,2,3,4,4,4,1,4,1,1,1,1,1,5,5,4,5,3,16.6,19.53,2.47,2.37,2,1,1,4,3,5,3,4,4,3,"S",2,2
822,822,2,2,2,3,3,4,4,4,1,3,1,3,4,4,1,4,3,2,3,2,1,5,4,4,5,3,11.9,19.06,2.91,2.85,2,2,3,5,5,5,5,5,5,3,"S",2,2
823,823,2,2,1,3,3,2,4,2,3,4,2,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,11.4,0.45,3.34,2.01,2,3,1,5,3,5,5,5,5,3,"S",2,1
824,824,1,2,2,3,1,4,4,3,1,3,1,3,4,4,1,4,3,2,3,2,2,3,2,2,2,2,16,7.21,2.75,2.14,2,3,2,5,5,5,5,5,5,3,"S",2,2
825,825,2,2,2,3,2,4,4,3,1,4,1,4,4,3,1,4,3,2,3,3,2,5,3,3,2,1,12.4,9.86,2.52,1.95,2,2,3,5,5,5,5,5,5,3,"S",2,1
826,826,2,2,2,3,3,4,4,2,1,4,1,4,4,4,1,4,4,4,4,5,4,3,1,2,2,1,12.7,0.97,2.97,1.74,1,1,3,1,1,3,1,2,4,3,"S",2,1
827,827,1,3,2,3,4,4,4,1,2,3,1,3,4,4,2,3,3,2,3,3,2,3,2,1,2,3,14.8,6.55,2.56,1.48,2,3,1,4,3,3,4,4,4,3,"S",2,0
828,828,1,1,2,2,1,2,4,2,3,1,1,1,3,3,1,4,3,2,3,2,1,2,1,1,1,2,15.6,7.66,2.98,2.33,2,2,3,5,5,5,5,5,5,3,"S",2,1
829,829,1,3,2,3,1,4,4,1,1,2,1,4,4,2,1,3,3,2,3,2,1,3,2,2,2,2,10.5,13.15,2.53,1.86,2,2,1,4,3,3,4,5,5,3,"S",2,1
830,830,2,2,2,3,1,4,4,1,1,3,1,4,4,4,1,4,4,2,3,4,2,3,3,4,4,2,11.6,4.25,2.64,1.88,2,3,2,5,5,5,5,5,5,3,"S",2,1
831,831,1,1,1,2,1,1,4,4,1,3,1,2,4,3,1,3,3,2,3,2,2,3,1,1,2,2,11.1,11.26,2.44,2.07,2,2,3,5,5,5,5,5,5,3,"S",2,0
832,832,1,1,2,3,2,2,4,3,3,1,1,2,3,3,1,4,4,2,4,4,3,1,1,1,1,1,5.5,0.15,2.57,1.31,2,1,3,5,3,5,5,5,5,3,"S",2,0
833,833,2,2,2,3,3,2,4,2,2,4,1,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.7,19.6,2.47,2.43,2,1,2,1,2,3,4,2,4,3,"S",2,2
834,834,2,1,1,2,2,4,1,2,1,4,1,1,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.1,18.76,3.12,3.11,1,3,1,1,1,2,3,2,1,3,"S",2,3
835,835,2,2,2,3,3,4,3,3,1,4,1,3,4,3,1,4,4,2,4,5,3,3,2,3,3,1,10.4,3.56,2.48,1.48,2,1,2,3,3,3,3,2,5,3,"S",2,1
836,836,1,3,2,3,2,1,4,1,1,3,1,2,4,4,1,4,1,1,1,1,1,5,4,4,5,3,10.2,19.64,2.43,2.43,2,1,2,5,3,5,4,4,2,3,"S",2,3
837,837,1,2,2,3,2,2,4,1,1,4,2,3,4,4,1,4,4,2,4,5,3,1,1,1,1,1,15.9,0.28,3.32,2.13,1,2,3,4,3,3,4,4,5,3,"S",2,0
838,838,2,2,2,1,3,4,4,4,1,4,1,3,4,3,1,4,3,2,4,3,3,3,3,3,5,1,11,12.37,3.04,2.83,2,2,3,5,5,5,5,5,5,3,"S",2,1
839,839,2,2,2,3,2,4,4,3,1,4,2,1,4,4,1,4,4,4,4,5,5,3,3,2,2,1,6.7,0.05,1.79,0.49,2,3,1,5,4,5,4,5,5,3,"S",2,0
840,840,1,2,2,3,3,4,4,1,1,4,1,4,4,3,1,4,3,2,3,2,1,3,1,2,2,2,13.5,7.08,3,2.19,2,2,3,5,5,5,5,5,5,3,"S",2,1
841,841,1,2,2,3,1,4,4,1,1,4,1,4,4,4,3,4,3,2,3,2,1,3,2,2,1,2,9.9,9.09,2.59,1.96,2,3,3,5,5,5,5,5,5,3,"S",1,1
842,842,1,2,2,1,1,4,4,1,2,4,1,2,4,4,1,4,1,1,1,1,1,5,4,5,5,3,19.5,19.66,3.1,3.09,2,1,3,5,5,5,5,5,5,3,"S",2,3
843,843,2,1,2,2,1,4,3,4,1,2,1,3,4,3,1,4,3,2,3,2,1,3,4,4,3,2,9.9,10.78,2.68,2.2,1,2,2,4,3,3,5,5,5,3,"S",2,1
844,844,1,3,2,3,4,4,4,2,1,4,2,2,4,3,1,4,1,1,1,1,1,5,5,4,5,3,12.3,19.74,3.43,3.32,1,2,3,5,3,3,5,5,5,3,"S",2,3
845,845,1,3,2,3,4,3,1,3,1,2,1,4,4,4,3,4,4,3,4,4,3,2,1,1,1,1,16.4,2.25,2.85,1.44,2,3,1,5,5,5,4,5,5,3,"S",2,0
846,846,2,2,2,3,1,4,4,2,1,4,1,4,4,4,2,4,5,5,5,5,5,2,1,1,1,1,16.7,0.93,3.5,2.15,2,1,3,5,5,5,5,5,5,3,"S",2,0
847,847,2,2,2,3,3,3,4,4,1,4,3,4,4,4,3,4,3,2,3,2,1,5,4,5,5,3,16.5,17.33,3.36,3.33,2,2,1,5,4,3,5,5,5,3,"S",2,2
848,848,1,3,2,3,3,3,4,3,1,2,1,4,4,4,1,4,3,2,3,2,1,5,5,4,5,3,14.4,19.35,2.9,2.85,2,2,2,4,5,5,4,5,5,3,"S",2,1
849,849,2,3,2,3,4,3,4,2,1,4,1,2,4,4,1,4,3,2,4,3,2,4,4,4,5,2,15,14.11,3.39,2.82,2,2,2,5,5,5,5,5,5,3,"S",2,1
850,850,2,1,2,3,1,4,3,1,1,1,1,3,4,4,1,4,2,1,1,2,1,5,5,4,5,3,12.5,18.71,2.17,2.16,2,1,2,4,3,3,4,4,4,3,"S",2,1
851,851,1,1,2,3,1,2,4,2,1,1,1,2,4,4,1,4,3,2,3,4,3,1,1,1,1,1,13.2,1.05,2.82,1.64,1,3,2,5,5,5,4,5,5,3,"S",2,1
852,852,2,2,2,3,2,3,4,1,1,4,1,4,4,4,1,4,3,2,3,2,1,5,4,4,5,2,9.2,16.89,2.47,2.36,2,2,2,5,5,3,5,5,5,3,"S",2,2
853,853,1,3,2,3,3,1,4,1,1,4,1,1,4,4,1,4,2,1,1,1,1,5,4,4,5,3,13.2,19.39,3.39,3.16,1,3,1,1,1,2,3,1,1,3,"S",2,2
854,854,2,1,2,3,1,3,4,2,1,3,1,4,4,4,1,4,4,3,4,4,4,2,1,1,1,1,12.7,0.06,2.87,1.55,1,2,3,4,3,3,4,5,5,3,"S",2,0
855,855,2,2,2,3,2,4,4,1,1,2,1,4,4,4,1,4,5,5,5,5,5,2,1,1,1,1,6.9,0.16,2.31,1.06,1,2,1,1,1,1,1,1,1,3,"S",2,0
856,856,2,2,2,2,3,4,2,3,1,4,1,4,4,4,2,4,4,2,4,4,4,2,2,1,2,2,15.7,1.14,2.75,1.54,2,1,1,1,1,3,1,2,1,3,"S",2,1
857,857,2,2,2,2,1,4,4,1,2,4,1,3,4,4,3,4,5,5,5,5,5,1,1,1,1,1,6.6,0.81,2.7,1.49,2,2,2,5,5,5,4,5,5,3,"S",2,0
858,858,1,2,2,3,2,2,4,3,1,2,1,4,4,4,1,4,2,2,3,2,2,4,2,3,3,3,12.3,14.2,3.14,2.87,2,3,2,5,5,5,5,5,5,3,"S",2,2
859,859,1,2,2,3,2,4,4,1,1,4,1,4,4,4,1,4,4,2,4,3,3,2,1,1,1,1,9.6,2.61,2.42,1.26,1,2,3,5,3,5,5,5,5,3,"S",2,1
860,860,2,2,2,3,2,4,4,1,1,4,1,3,4,4,1,4,3,2,4,3,2,3,3,3,4,2,11.7,10.06,2.38,1.81,2,2,2,5,5,5,5,5,5,3,"S",2,1
861,861,2,3,2,2,4,4,3,1,1,3,1,2,4,4,3,4,1,1,1,1,1,5,5,5,5,3,10.7,19.9,2.97,2.74,1,3,2,5,3,3,3,5,5,3,"S",2,3
862,862,1,2,1,1,3,3,4,1,1,4,3,3,4,3,1,4,3,2,3,2,2,2,1,1,2,3,16.9,3.51,3.02,1.98,1,2,1,3,1,3,4,2,1,3,"S",2,1
863,863,1,2,2,3,3,4,4,2,1,1,1,4,4,4,1,4,4,2,4,3,2,2,1,2,2,2,6.7,6.93,1.52,0.7,2,3,1,5,3,5,5,5,5,3,"S",2,1
864,864,1,2,2,3,4,4,4,2,1,2,1,4,4,4,1,4,4,2,4,4,3,2,1,1,1,1,7.1,0.14,1.73,0.57,2,2,2,5,5,5,5,5,5,3,"S",2,1
865,865,2,3,2,3,3,4,3,2,1,4,1,2,4,4,2,4,5,4,5,5,5,2,2,1,1,1,16.8,0.64,3.55,2.09,2,3,1,5,5,5,5,5,5,3,"S",2,1
866,866,1,2,2,3,4,4,4,1,1,4,3,4,4,4,1,4,3,2,4,3,3,2,1,2,1,3,11.4,2.08,2.06,0.86,1,1,3,1,1,3,2,2,1,3,"S",2,0
867,867,2,1,1,3,1,1,2,3,1,1,1,2,4,4,1,4,3,2,3,4,2,3,2,1,4,1,14.3,8.03,2.43,1.81,2,1,1,4,3,3,4,4,4,3,"S",2,1
868,868,1,1,2,3,2,3,4,2,1,1,1,4,4,4,1,3,3,2,3,2,1,3,1,1,1,1,15.1,10.01,3.39,2.93,1,2,3,4,5,3,5,5,5,3,"S",2,0
869,869,2,1,1,3,1,4,1,1,1,1,1,1,4,4,1,4,2,2,3,2,1,5,4,3,3,2,13.8,16.64,3.3,3.22,2,2,2,5,5,5,5,5,5,3,"S",2,2
870,870,1,1,2,3,1,2,4,4,1,1,1,3,4,4,1,3,1,1,1,1,1,4,3,4,5,3,12.9,17.92,2.58,2.49,2,3,1,5,3,3,4,5,5,3,"S",2,2
871,871,2,3,2,3,1,4,4,2,1,4,1,3,4,3,2,4,3,2,3,2,1,5,4,4,5,3,13.5,19.89,3.31,3.28,2,3,2,5,5,5,5,5,5,3,"S",2,1
872,872,2,3,2,3,3,4,4,2,1,4,2,4,4,4,1,4,5,4,4,5,4,3,1,2,2,2,13.4,0.48,2.97,1.48,1,2,3,5,3,5,4,5,4,3,"S",2,0
873,873,2,2,2,3,1,2,2,2,1,4,2,4,4,4,1,4,4,3,4,5,3,3,1,1,1,1,11.4,0.07,2.96,1.54,2,2,2,4,3,5,5,5,5,3,"S",2,1
874,874,2,2,2,3,2,2,4,4,1,4,2,4,4,4,1,4,5,5,5,5,5,3,1,1,1,1,15.1,3.02,3.03,1.92,2,2,3,5,3,5,4,5,5,3,"S",2,1
875,875,2,3,2,3,4,4,4,2,2,1,1,1,4,3,1,4,4,2,4,3,2,5,4,4,4,2,9.9,13.84,2.23,1.68,1,3,2,5,3,3,3,4,5,3,"S",2,1
876,876,1,1,2,3,1,3,4,2,1,3,1,4,4,4,1,3,2,1,2,2,1,3,3,3,3,3,11.6,8.28,2.52,2.06,1,3,1,1,1,2,1,1,1,3,"S",2,1
877,877,2,2,2,3,3,4,4,3,1,4,1,2,4,4,1,4,3,2,3,3,2,3,3,3,3,1,9.6,10.37,2.39,1.88,1,3,3,5,3,3,5,5,5,3,"S",2,2
878,878,1,2,2,3,1,4,4,2,1,4,1,4,4,4,1,4,1,1,1,1,1,5,4,4,5,3,14.1,19.68,3.22,3.22,1,1,1,1,1,2,1,1,1,3,"S",2,2
879,879,2,2,2,3,1,2,4,2,1,4,2,3,4,4,1,4,3,2,3,2,1,5,4,3,4,3,10.2,16.79,2.82,2.64,1,3,1,1,1,3,2,2,1,3,"S",2,3
880,880,1,2,1,2,4,4,4,3,1,4,1,3,4,4,1,4,3,2,4,3,1,3,2,1,3,1,15.8,3.69,2.8,1.9,1,2,3,5,5,5,5,5,5,3,"S",2,1
881,881,2,3,2,3,4,4,3,4,1,3,2,4,4,4,1,4,4,2,4,3,4,3,3,3,3,2,12.7,4.91,3.07,1.82,2,2,2,5,5,5,5,5,5,3,"S",2,0
882,882,2,1,2,3,1,3,2,1,1,2,1,4,4,3,1,4,3,2,3,2,1,4,3,4,2,1,13.7,11.98,3.32,2.9,1,2,3,5,5,5,5,5,5,3,"S",2,2
883,883,1,3,2,3,4,4,4,2,1,2,1,3,4,4,1,4,3,2,3,2,1,5,3,4,5,3,11.4,18.34,2.35,2.03,1,1,3,1,1,3,2,1,1,3,"S",2,0
884,884,2,3,2,3,2,4,4,1,1,3,1,4,4,2,1,4,4,2,4,4,3,3,3,3,3,1,9,3.51,2.76,1.37,1,3,2,5,3,3,4,4,5,3,"S",2,1
885,885,1,2,2,3,2,4,4,1,1,4,1,2,4,4,4,4,3,2,3,2,2,3,3,2,1,1,8.2,3.98,2.8,1.86,2,2,3,5,5,5,5,5,5,3,"S",2,1
886,886,2,1,2,3,2,3,3,1,1,2,1,4,3,3,2,4,3,2,3,2,1,4,4,3,5,2,13.5,18.42,3.25,3.22,2,2,3,5,5,5,5,5,5,3,"S",1,0
887,887,2,2,2,2,4,4,4,1,1,4,4,4,4,4,1,4,2,1,2,1,1,5,5,5,5,3,10.9,19.63,3.23,3.18,2,2,3,5,5,5,5,5,5,3,"S",2,2
888,888,1,1,1,3,1,2,4,3,1,1,1,3,4,4,1,3,1,1,1,2,1,5,4,3,4,3,13.1,18.98,3.01,2.99,1,2,3,5,3,5,5,5,5,3,"S",2,1
889,889,1,2,2,3,2,4,4,3,1,4,1,4,4,4,1,4,3,2,3,2,2,3,1,2,2,2,11.5,2.64,2.58,1.48,2,3,1,5,5,5,5,5,5,3,"S",2,2
890,890,1,3,1,3,2,2,4,4,2,3,1,4,4,4,1,3,4,2,4,4,3,2,1,1,2,1,14.4,0.76,2.92,1.48,2,3,3,5,5,5,5,5,5,3,"S",2,1
891,891,1,2,2,3,1,4,4,1,1,3,1,3,4,4,1,4,2,2,1,1,1,3,3,3,4,3,14.1,14.25,3.86,3.83,1,2,3,5,5,5,4,5,5,3,"S",2,1
892,892,1,1,2,2,1,2,1,1,1,3,1,1,4,1,1,4,2,2,1,1,1,2,1,1,2,1,7,12.71,2.12,1.73,1,2,2,4,3,3,4,5,1,3,"S",2,1
893,893,2,2,2,3,3,4,4,1,1,4,1,4,4,4,1,4,4,2,4,5,3,3,2,3,2,1,9,6.32,2.6,1.65,2,1,2,5,5,5,5,5,5,3,"S",2,1
894,894,2,3,1,3,2,4,3,2,1,4,1,3,4,4,1,4,3,2,4,2,3,3,4,4,5,2,11.8,9.13,3.3,2.37,1,2,3,5,5,3,4,5,5,3,"S",2,1
895,895,1,3,2,2,3,4,4,4,1,4,1,4,4,4,1,4,3,2,3,2,1,3,3,2,3,2,16.5,6.71,3.1,2.02,2,1,3,5,5,5,5,5,5,3,"S",2,1
896,896,1,2,2,3,2,4,4,4,1,4,1,4,4,4,1,4,3,2,3,2,1,3,2,3,2,3,14,12.93,3.3,2.9,1,2,2,5,5,5,5,5,5,3,"S",2,0
897,897,1,3,2,3,4,4,4,1,1,1,1,4,4,4,1,3,3,2,4,3,2,2,3,2,2,3,13.4,6.88,3.07,2.02,1,2,3,5,5,5,5,5,5,3,"S",2,2
898,898,2,2,2,3,1,1,4,4,1,4,1,4,4,4,1,4,4,3,4,4,3,3,3,3,3,1,9.2,5.86,2.89,1.94,1,1,3,4,1,3,4,2,5,3,"S",2,2
899,899,2,2,2,3,1,4,2,1,1,3,1,4,4,4,1,4,3,2,3,2,2,5,3,4,5,2,9.8,17.24,2.92,2.68,2,2,2,5,5,5,5,5,5,3,"S",2,1
900,900,1,2,2,3,2,4,4,1,1,4,1,4,4,4,1,4,3,2,2,2,1,3,3,3,5,3,12,14.63,2.67,2.52,2,2,3,5,5,5,5,5,5,3,"S",2,2
901,901,1,3,2,2,3,4,4,3,1,4,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,11.4,0.13,2.34,0.86,2,1,2,1,1,2,3,2,1,3,"S",2,0
902,902,2,2,2,3,1,3,4,4,1,4,1,3,4,3,3,4,4,2,4,4,3,3,3,3,3,1,10.4,0.79,3.41,2.25,2,1,2,5,4,3,4,5,4,3,"S",2,1
903,903,2,2,2,3,1,3,4,3,1,4,1,4,4,3,1,4,3,2,3,4,2,5,4,3,4,2,12.1,10.92,2.2,1.66,2,3,1,5,5,5,5,5,5,3,"S",2,1
904,904,1,2,2,3,1,4,4,1,1,4,1,1,4,3,1,4,3,2,3,2,1,3,3,4,3,3,12.8,16.46,2.94,2.84,2,2,2,5,5,5,4,5,5,3,"S",1,2
905,905,2,1,2,2,1,2,1,1,1,1,1,3,4,3,1,4,3,2,3,2,1,5,4,3,5,2,11.7,16.08,3.01,2.97,2,3,1,5,5,5,5,5,5,3,"S",2,1
906,906,1,1,2,2,1,4,4,1,1,2,1,2,4,4,1,4,1,1,2,2,1,5,3,4,2,3,12.9,19.06,2.55,2.54,1,3,1,1,1,2,1,1,1,3,"S",2,1
907,907,2,2,2,3,3,4,4,2,1,4,1,3,4,4,1,4,4,2,4,4,3,4,4,3,5,1,12.5,9.92,2.67,2.08,1,2,3,5,5,3,3,5,5,3,"S",2,1
908,908,1,2,2,2,4,4,4,1,1,4,1,4,4,4,1,4,1,1,1,1,1,5,4,4,5,3,16.7,19.09,3.29,3.27,2,1,1,3,1,3,3,2,3,3,"S",2,2
909,909,1,2,2,2,4,4,4,2,1,4,2,3,4,4,1,4,3,2,4,3,2,2,1,2,2,3,8,2.26,2.33,1.32,2,2,3,5,5,5,5,5,5,3,"S",2,0
910,910,2,3,2,2,1,4,2,4,1,2,3,2,4,4,1,4,4,4,4,4,4,4,3,4,3,3,10.5,1.93,2.6,1.2,1,1,3,1,2,3,2,2,2,3,"S",2,1
911,911,1,3,1,3,4,3,4,2,1,3,2,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,6.4,19.93,2.25,2.16,1,2,3,5,3,3,5,5,4,3,"S",2,2
912,912,1,2,2,2,1,4,4,1,1,4,1,3,4,4,1,4,1,1,1,1,1,5,4,5,5,3,11,19.73,2.11,2.07,1,1,1,1,1,3,1,2,1,3,"S",2,2
913,913,1,2,2,2,3,4,4,1,1,4,1,4,4,4,1,4,3,2,3,2,1,3,3,3,3,3,15,18.86,2.79,2.75,1,2,1,3,1,3,4,4,5,3,"S",2,1
914,914,1,1,2,3,2,4,4,1,1,1,1,1,4,4,1,4,3,2,2,1,1,3,3,3,2,2,15.4,10.31,3.42,2.99,2,2,1,5,3,3,5,5,5,3,"S",2,2
915,915,2,2,2,3,2,4,4,2,1,4,1,1,4,4,1,4,4,3,4,5,4,3,1,2,2,1,15.3,0.38,3.76,2.46,2,3,1,5,5,5,5,5,5,3,"S",2,1
916,916,2,2,1,3,3,1,3,3,1,4,1,3,4,4,1,4,3,2,4,3,2,3,3,4,3,1,8.5,10.1,2.53,2.08,1,2,2,3,2,3,3,4,4,3,"S",2,2
917,917,2,1,2,2,1,4,3,2,1,4,1,2,4,3,3,4,4,2,4,5,3,2,2,3,1,1,9,2.46,2.51,1.41,1,2,3,5,5,5,5,5,5,3,"S",2,1
918,918,1,1,2,3,1,2,4,1,1,1,1,2,4,3,1,3,3,2,4,4,2,2,1,1,2,1,8.1,2.57,2.69,1.62,1,3,2,4,3,5,4,4,5,3,"S",2,1
919,919,1,3,2,3,3,4,4,4,1,1,4,3,4,4,1,4,3,2,1,2,1,5,4,4,5,3,17,15.22,3.29,2.9,2,2,2,5,5,5,5,5,5,3,"S",2,1
920,920,2,1,2,3,1,3,2,4,1,1,1,4,4,4,1,4,3,2,4,2,3,3,1,1,2,1,12.5,1.89,2.44,1.36,2,3,1,5,5,5,5,5,5,3,"S",2,1
921,921,2,2,2,3,2,2,3,3,1,4,1,4,4,1,1,4,1,1,1,1,1,5,5,5,5,3,16.7,19.74,3.03,2.98,1,3,2,1,1,3,1,2,1,3,"S",2,4
922,922,1,1,2,3,3,2,4,1,1,1,1,2,4,4,1,4,3,2,3,2,1,2,1,1,2,1,9.2,9.48,2.33,1.86,2,2,2,5,5,5,5,5,5,3,"S",2,0
923,923,2,2,2,3,1,2,3,2,1,4,1,4,4,4,2,4,4,4,5,4,4,3,3,2,1,1,10.7,0.59,2.27,0.83,2,1,3,5,5,5,5,5,5,3,"S",2,0
924,924,1,1,1,3,1,2,3,1,1,3,1,2,4,4,1,4,2,1,2,1,1,3,4,1,2,2,9.3,13.09,2.08,1.74,2,1,3,5,5,3,5,5,4,3,"S",2,1
925,925,2,3,2,3,3,2,4,4,1,2,2,2,4,4,2,4,3,2,3,3,3,3,3,4,4,3,6.5,11.74,2.32,1.58,1,3,3,4,3,5,4,5,5,3,"S",2,1
926,926,2,2,2,3,4,3,4,4,1,4,1,3,4,4,3,4,3,2,3,3,2,5,4,3,5,2,6.1,14.29,2.18,1.85,2,3,1,4,3,3,3,4,4,3,"S",2,1
927,927,2,3,2,3,2,3,4,4,1,1,2,3,4,4,1,4,5,5,5,5,5,2,1,1,1,1,10.2,0.04,2.82,1.32,2,2,3,5,5,5,5,5,5,3,"S",2,0
928,928,1,2,2,3,1,4,4,2,1,2,1,4,4,1,1,4,3,2,4,3,2,3,1,1,1,2,9.2,5.89,1.85,1.12,1,2,3,5,3,5,5,5,4,3,"S",2,1
929,929,1,2,2,3,2,4,4,1,1,4,2,3,4,4,1,4,3,2,3,2,2,2,1,1,2,3,11.7,3.85,2.99,2.04,2,2,1,4,3,5,3,5,5,3,"S",2,1
930,930,1,1,2,3,3,2,3,1,1,2,1,4,4,4,1,2,2,1,3,1,1,3,3,2,2,2,10.4,18.89,2.86,2.82,1,2,1,1,1,3,4,2,2,3,"S",2,0
931,931,1,2,2,3,3,4,4,4,1,4,1,4,4,4,2,4,5,5,4,5,5,1,1,1,1,1,8.9,0.01,2.8,1.5,2,2,2,5,5,5,5,5,5,3,"S",2,0
932,932,1,1,2,3,1,1,3,2,1,2,1,2,3,2,1,2,1,NA,NA,1,1,5,5,5,5,3,11.5,19.3,2.37,2.36,2,1,2,5,3,5,4,4,5,3,"S",2,4
933,933,2,2,2,3,1,4,4,1,1,4,3,4,4,1,1,4,4,2,4,4,2,2,3,3,2,2,11.2,0.11,2.89,1.63,1,2,1,1,1,1,1,2,2,3,"S",2,1
934,934,1,2,2,4,2,2,4,3,1,4,1,4,4,4,1,4,1,1,1,1,1,5,5,4,5,3,10.6,19.63,2.81,2.76,2,2,3,5,5,5,5,5,5,3,"S",2,2
935,935,1,2,2,2,2,3,4,3,1,4,1,4,4,4,2,4,3,2,2,2,1,3,2,3,3,3,5.4,12.68,2.06,1.62,2,1,3,5,5,5,5,5,5,3,"S",2,2
936,936,1,2,1,3,1,4,4,1,1,4,1,4,4,2,1,4,1,1,1,1,1,5,5,5,5,3,13.7,19.57,2.88,2.84,1,2,3,5,3,3,4,5,5,3,"S",2,4
937,937,1,2,2,2,2,2,4,3,1,4,2,2,4,4,1,4,4,4,4,4,4,2,1,1,1,1,12.7,0.4,2.79,1.53,1,2,3,5,5,5,5,5,5,3,"S",2,0
938,938,1,2,1,2,3,2,4,2,1,4,3,4,4,4,1,4,3,2,3,2,1,3,2,3,4,3,12.4,12.14,2.98,2.57,1,2,3,5,4,5,5,5,5,3,"S",2,2
939,939,2,2,2,3,2,3,4,3,1,4,1,4,4,4,1,4,3,2,4,2,3,5,4,3,3,2,11.7,14.95,2.71,2.6,1,2,3,5,3,3,3,5,4,3,"S",2,1
940,940,2,2,2,3,2,3,4,1,1,4,1,2,4,4,2,4,4,3,4,4,3,4,4,4,4,2,14.1,5.88,2.8,1.75,2,2,3,5,5,5,5,5,5,3,"S",2,1
941,941,2,3,2,3,4,3,3,4,1,4,4,1,4,3,1,4,1,1,2,1,1,5,5,4,5,3,12.7,19.59,2.35,2.33,1,2,1,4,3,3,4,5,3,3,"S",2,2
942,942,1,2,1,3,4,3,4,2,1,4,2,4,4,4,1,4,4,4,4,4,4,1,1,1,1,2,10.6,0.65,2.89,1.56,1,2,3,5,5,5,5,5,5,3,"S",2,0
943,943,1,2,2,3,2,4,4,3,2,4,1,4,4,1,1,4,1,1,1,1,1,5,5,5,5,3,13,18.47,3.54,3.53,2,1,1,4,2,3,5,2,5,3,"S",2,1
944,944,1,1,2,3,1,4,3,1,1,3,1,4,4,4,1,1,3,2,4,4,3,1,1,1,1,1,7.2,0.36,2.01,0.81,1,2,2,4,2,3,4,5,4,3,"S",2,0
945,945,2,2,2,3,2,3,4,2,1,3,1,3,4,4,1,4,3,2,4,3,3,3,4,3,5,3,13.4,11.65,2.33,1.83,1,2,2,3,2,3,2,2,2,3,"S",2,1
946,946,1,3,2,3,4,2,4,3,1,3,1,4,4,4,1,4,1,1,1,1,1,5,4,5,5,3,12.2,19.28,1.94,1.93,1,3,2,4,4,5,4,4,5,3,"S",2,2
947,947,1,1,2,3,1,2,4,2,1,2,1,4,4,4,1,4,1,1,1,1,1,5,4,4,5,3,9,19.61,2.8,2.79,1,1,2,1,1,2,1,1,1,3,"S",2,1
948,948,1,2,2,3,1,3,4,2,1,4,1,3,4,4,1,4,4,2,3,3,2,2,2,1,2,2,13.2,5.93,2.33,1.52,1,2,1,3,2,3,1,2,1,3,"S",2,2
949,949,2,2,2,3,4,3,3,1,1,4,1,4,4,4,1,4,3,2,3,3,3,3,3,1,4,2,11.2,9.8,2.19,1.63,2,1,2,4,3,3,3,5,4,3,"S",2,1
950,950,2,2,2,3,2,3,4,2,1,4,2,4,4,4,1,4,5,5,5,5,5,2,1,1,1,1,11.5,1.16,2.66,1.41,1,3,1,4,2,3,3,2,4,3,"S",2,1
951,951,1,1,1,3,1,2,4,2,1,3,1,1,4,4,1,4,1,1,1,1,1,5,4,4,5,3,12.3,19.85,2.8,2.76,2,2,3,5,5,5,5,5,5,3,"S",2,2
952,952,2,2,2,2,3,3,4,1,1,4,1,4,4,4,1,4,4,2,4,4,3,3,3,4,5,2,11.6,11.37,2.37,1.9,1,2,1,3,3,3,3,4,1,3,"S",2,2
