"X","...1","s.gender","s.level","infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
402,402,2,1,2,2,1,1,2,2,1,2,1,2,4,2,1,4,5,5,5,5,5,3,3,3,3,1,9.2,0.76,2.35,1.03,1,1,1,1,1,1,1,1,1,1,"N",2,0
403,403,2,1,2,3,1,1,1,4,1,3,1,4,4,2,1,4,2,1,1,1,1,5,5,4,5,3,16,19.95,3.31,3.3,2,3,1,1,1,3,2,1,1,1,"N",1,2
404,404,2,1,1,3,1,2,2,1,1,1,1,4,3,4,1,4,1,1,1,1,1,5,5,5,5,3,13.4,19.73,2.84,2.84,1,2,1,1,1,1,1,1,1,1,"N",1,2
405,405,1,1,1,3,1,1,4,2,1,1,1,3,4,4,1,3,4,2,4,4,4,3,3,3,3,3,11.9,0.14,3.06,1.75,2,1,3,3,3,3,3,4,1,1,"N",2,1
406,406,2,1,2,2,1,2,3,2,1,1,1,4,4,4,1,4,2,1,2,2,1,5,5,5,5,3,11.6,17.17,2.51,2.49,2,3,1,4,2,3,3,2,4,1,"N",1,1
407,407,1,1,1,3,1,3,4,1,1,1,1,2,4,1,1,3,1,1,1,1,1,5,5,5,5,3,12.1,19.95,2.87,2.87,1,2,3,4,2,3,1,2,3,1,"N",1,2
408,408,1,1,2,3,1,3,2,1,1,2,1,3,4,2,1,2,3,2,3,3,3,3,2,1,5,1,9,6.69,2.28,1.67,2,2,2,5,5,5,5,5,5,1,"N",2,1
409,409,2,1,1,3,1,3,2,1,1,3,1,1,3,2,1,4,5,5,5,5,5,3,2,3,3,1,18.9,0.07,3.37,1.93,1,3,3,3,1,3,4,2,4,1,"N",2,0
410,410,1,1,2,2,1,4,2,1,1,1,1,1,4,1,1,3,4,4,4,4,4,3,2,3,2,1,8.7,0.93,2.28,1.05,2,1,2,1,2,3,3,2,2,1,"N",2,1
411,411,2,1,1,3,2,4,4,2,1,1,1,2,4,4,1,4,2,2,2,2,1,5,5,5,5,3,12.7,19.96,2.89,2.88,2,3,1,3,1,3,3,2,1,1,"N",1,2
412,412,1,1,2,2,1,1,2,1,1,1,1,4,3,2,1,4,1,1,1,2,1,5,5,5,5,3,8.6,19.55,2.54,2.52,2,1,1,1,1,1,1,1,1,1,"N",1,1
413,413,2,1,2,4,1,2,1,1,1,4,1,1,4,4,1,4,3,2,3,2,1,5,5,5,5,3,17.6,17.44,3.5,3.49,2,3,1,1,1,3,3,2,4,1,"N",1,0
414,414,1,1,2,2,1,3,4,3,1,3,1,1,3,4,1,4,4,4,4,5,4,2,2,2,1,1,7.4,2.66,3.09,1.92,1,2,3,1,1,3,3,2,1,1,"N",2,0
415,415,2,1,2,3,2,3,1,4,1,2,1,2,4,4,2,4,2,1,3,2,1,5,5,5,5,3,18,19.96,3.75,3.73,2,2,2,4,3,3,5,5,5,1,"N",2,3
416,416,1,1,2,3,1,2,4,1,1,1,1,3,3,3,1,3,4,2,4,3,2,3,3,4,3,3,10.7,10.85,2.74,2.18,1,2,1,1,1,1,1,1,1,1,"N",2,1
417,417,2,1,1,2,1,1,1,2,1,3,1,1,4,4,1,3,3,2,4,3,2,5,5,5,5,3,12.1,13.22,2.3,1.83,2,1,3,5,5,5,5,5,5,1,"N",2,1
418,418,1,1,1,3,2,4,4,1,1,1,1,4,4,3,1,4,3,2,3,3,2,5,4,3,5,2,13.5,16.97,3.03,2.89,1,3,1,1,1,1,1,1,1,1,"N",2,1
419,419,1,1,1,2,1,3,4,1,1,1,1,3,4,3,1,2,1,1,1,1,1,5,5,5,5,3,14.8,19.14,3.22,3.22,2,1,2,3,3,3,2,2,1,1,"N",1,2
420,420,1,1,2,3,1,3,4,1,1,1,1,3,4,4,1,3,3,2,3,2,1,5,4,4,5,3,9.1,13.42,2.35,2.02,2,1,2,1,1,3,1,1,1,1,"N",1,0
421,421,2,1,2,3,1,2,4,2,1,4,1,1,4,2,1,4,3,2,2,2,1,5,5,4,5,3,10.6,17.85,3.43,3.41,2,1,3,1,1,3,1,2,1,1,"N",1,2
422,422,1,1,2,3,1,3,1,1,1,2,1,3,4,4,1,4,3,2,3,2,2,4,3,3,4,1,8.9,6.98,3.05,2.5,2,2,2,4,5,5,5,5,5,1,"N",2,0
423,423,1,1,2,3,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.1,19.93,2.49,2.48,2,2,2,5,5,5,5,5,5,1,"N",1,1
424,424,1,1,2,2,1,4,2,1,1,3,1,3,4,4,1,4,3,2,4,4,4,3,3,1,2,1,10.3,4.71,1.44,0.54,1,2,2,3,1,3,3,2,1,1,"N",2,1
425,425,2,1,2,2,1,3,1,4,1,2,1,2,2,3,1,4,2,1,1,2,1,5,5,5,5,3,18.7,17.82,3.27,3.25,2,1,2,1,1,2,1,1,1,1,"N",2,2
426,426,2,1,2,3,1,2,4,4,1,1,1,2,3,4,1,4,5,5,5,5,5,3,2,1,3,1,11.5,0.06,2.91,1.57,1,1,2,1,1,1,1,1,1,1,"N",2,0
427,427,2,1,2,3,1,4,3,2,1,2,1,1,4,4,1,4,3,2,3,2,1,5,5,5,5,3,11.1,18.81,3.22,3.22,2,3,2,4,2,3,4,4,5,1,"N",1,1
428,428,1,1,2,3,1,2,1,1,1,1,1,2,4,4,1,3,3,2,3,3,2,3,3,1,2,2,9.4,5.81,2.82,1.93,2,2,3,5,3,3,4,5,4,1,"N",1,1
429,429,1,1,2,4,1,3,4,1,1,4,1,3,3,2,1,4,2,1,3,2,1,5,4,4,5,3,16.6,18.97,3.25,3.19,2,3,1,3,2,3,3,3,4,1,"N",1,1
430,430,2,1,2,3,2,4,4,1,1,3,1,2,4,4,1,4,4,3,4,4,3,5,4,3,4,1,13,11.47,2.58,2.09,2,1,1,1,1,1,1,1,1,1,"N",2,1
431,431,1,1,2,3,1,1,2,1,1,1,2,1,4,1,1,3,1,1,1,1,1,5,5,5,5,3,11.4,19.71,2.75,2.74,1,2,2,4,1,3,1,2,2,1,"N",1,3
432,432,1,1,2,3,1,4,2,1,1,1,1,2,4,1,1,3,4,3,4,5,4,2,1,1,2,1,16.1,4.45,3.64,2.55,2,2,1,4,1,3,2,2,2,1,"N",2,1
433,433,2,1,2,2,1,4,1,1,1,3,1,3,4,4,1,3,2,2,3,2,1,5,5,5,5,3,9.7,19.91,2.43,2.36,2,2,1,5,5,5,5,5,5,1,"N",1,1
434,434,2,1,1,2,3,3,1,2,1,2,1,1,4,4,1,4,2,1,2,1,1,5,5,5,5,3,14.9,19.59,2.96,2.89,1,1,1,1,1,1,1,1,1,1,"N",2,3
435,435,2,1,2,3,1,2,4,1,1,1,1,1,4,4,1,4,4,4,4,5,4,4,3,3,4,1,17.1,0.9,3.65,2.38,1,3,1,1,1,1,1,1,1,1,"N",2,1
436,436,2,1,2,3,1,1,1,1,1,2,1,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,12.5,19.94,3.05,3.02,2,2,1,3,1,3,3,2,1,1,"N",1,3
437,437,1,1,2,2,1,3,2,3,1,1,1,1,4,4,1,4,4,2,3,4,3,3,2,3,2,1,11.6,8.66,2.6,1.95,1,1,2,1,1,1,1,1,1,1,"N",2,0
438,438,1,1,2,2,1,1,3,1,1,1,1,1,4,4,1,3,3,2,3,3,3,3,2,3,4,2,7.8,9.94,1.95,1.48,2,1,2,1,1,3,1,2,1,1,"N",2,1
439,439,1,1,2,3,1,4,3,1,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,4,5,3,19.5,17.82,3.63,3.48,2,2,1,5,3,3,4,5,5,1,"N",1,1
440,440,2,3,2,3,3,1,4,2,1,1,3,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.9,19.65,3.16,3.01,2,2,3,5,5,5,4,5,5,1,"N",1,2
441,441,2,2,2,3,3,4,3,4,1,4,1,4,4,4,1,4,3,2,3,2,1,5,5,4,5,3,12.8,17.98,2.63,2.58,1,3,2,1,1,1,1,1,1,1,"N",2,2
442,442,2,2,2,3,3,1,4,2,1,4,1,4,4,4,4,4,4,2,4,4,3,5,4,5,5,2,7.2,17.27,2.33,2.31,1,2,2,4,3,3,4,2,4,1,"N",1,1
443,443,1,2,2,4,3,4,4,1,1,4,1,4,4,1,1,4,3,2,3,3,1,3,4,4,5,3,12.7,11.69,2.64,2.13,2,1,2,1,1,3,4,1,1,1,"N",1,0
444,444,1,2,1,3,4,4,4,1,1,4,1,2,4,4,1,4,5,5,5,5,5,2,2,2,1,1,13.5,0.26,2.58,1.37,1,2,3,5,5,5,5,5,5,1,"N",2,1
445,445,1,2,2,3,1,4,4,1,1,4,1,4,4,4,1,4,4,2,4,3,2,3,4,3,4,3,13.2,13.24,2.62,2.26,1,2,1,1,1,2,1,1,1,1,"N",2,1
446,446,1,2,2,2,2,3,4,1,1,3,1,4,4,4,1,4,3,2,4,3,3,3,2,3,4,3,10.8,9.59,2.57,2.01,2,2,2,4,4,5,4,4,5,1,"N",2,1
447,447,1,1,1,2,1,2,3,4,1,1,1,1,4,2,1,4,1,1,1,1,1,5,5,5,5,3,9.7,19.56,3.01,2.99,2,2,2,5,5,5,5,5,5,1,"N",2,2
448,448,2,2,2,3,4,3,4,4,1,4,1,4,4,1,1,4,5,5,5,5,4,3,3,3,4,1,12.8,3.29,2.67,1.61,2,2,2,5,5,5,4,5,5,1,"N",2,1
449,449,1,1,2,3,1,2,3,2,1,1,1,3,4,1,1,4,2,2,3,2,1,5,4,3,5,3,12.1,18.83,2.85,2.83,2,2,1,3,2,3,3,4,4,1,"N",2,1
450,450,1,1,1,2,1,1,4,2,1,2,1,3,4,4,1,3,2,1,2,2,1,5,5,4,5,3,17.5,17.48,3.75,3.73,2,2,3,5,4,5,5,5,5,1,"N",1,2
451,451,1,2,2,2,1,4,4,1,1,4,1,4,4,3,1,4,1,1,1,1,1,5,5,5,5,3,15.4,19.35,3.28,3.23,2,1,3,5,3,5,4,5,2,1,"N",1,2
452,452,2,1,2,3,1,1,2,1,1,1,1,4,3,4,1,4,4,4,4,4,3,3,3,4,5,1,11.4,6.39,2.43,1.54,2,2,1,2,2,2,3,4,1,1,"N",2,0
453,453,1,2,2,2,3,4,4,1,2,4,1,3,4,4,1,4,4,2,4,3,3,3,3,4,5,2,11.5,8.1,2.79,2.16,2,1,3,3,3,3,3,4,5,1,"N",2,1
454,454,2,2,2,3,1,4,4,2,1,4,1,4,4,4,2,4,5,5,5,5,5,3,2,3,2,1,10.4,0.41,2.76,1.49,2,2,2,4,3,3,3,2,2,1,"N",2,2
455,455,2,1,2,3,1,1,1,3,1,1,1,3,4,2,1,4,1,1,1,1,1,5,5,5,5,3,9.5,19.82,2.36,2.33,2,2,2,3,1,3,2,2,1,1,"N",1,2
456,456,1,2,2,3,2,4,4,3,2,4,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,14.6,0.05,3.02,1.55,1,2,3,4,1,3,2,2,4,1,"N",2,0
457,457,2,3,2,3,1,4,4,2,1,3,1,4,4,4,3,4,5,5,5,5,4,3,4,4,4,1,17.7,5.75,3.92,2.63,2,1,1,1,1,1,1,1,1,1,"N",2,1
458,458,2,3,2,3,3,1,4,1,1,2,1,4,4,4,1,4,3,2,3,3,3,5,5,5,5,3,12.2,16.74,2.71,2.45,1,1,3,1,1,1,1,1,1,1,"N",1,1
459,459,2,2,2,2,1,4,4,4,1,2,1,4,4,4,1,4,4,2,4,3,2,5,5,5,5,3,8.3,15.61,2.39,2.26,2,1,1,1,1,3,1,1,1,1,"N",2,2
460,460,1,2,2,3,1,4,4,2,1,4,1,4,4,4,1,4,3,2,3,2,1,5,4,4,5,3,11.5,14.41,2.48,2.16,1,2,2,1,1,3,3,1,1,1,"N",1,2
461,461,1,1,1,3,1,4,3,2,1,2,1,2,4,4,1,4,3,2,3,3,3,3,3,3,2,2,8.8,8.05,3.01,2.36,2,3,2,5,5,5,5,5,4,1,"N",1,0
462,462,1,3,2,3,4,4,4,1,1,2,1,4,4,4,1,4,3,2,3,2,3,5,4,4,5,3,15.1,17.54,2.9,2.62,2,2,3,5,5,5,5,5,5,1,"N",2,1
463,463,1,2,2,3,3,4,4,1,1,4,1,4,4,4,1,4,4,4,5,5,3,3,2,3,2,2,13.7,4.85,3.11,2.19,1,3,1,1,1,2,2,2,1,1,"N",2,1
464,464,2,1,2,2,1,1,1,4,1,1,1,4,4,4,1,4,2,1,1,2,1,5,5,5,5,3,10.4,18.86,2.93,2.92,1,2,2,1,1,1,1,1,1,1,"N",1,1
465,465,1,3,2,2,4,3,4,1,2,4,1,4,4,4,1,4,3,1,3,2,1,5,5,5,5,3,11.2,18.9,3.03,2.79,1,2,2,1,1,1,1,1,1,1,"N",1,1
466,466,1,2,2,3,4,4,4,1,2,4,4,2,4,4,1,4,4,4,4,5,4,3,2,2,2,3,8.3,1.25,2.7,1.42,2,2,2,5,5,5,4,5,5,1,"N",1,0
467,467,1,2,2,2,2,4,4,1,1,4,1,4,4,4,1,4,3,2,3,2,1,5,5,5,5,3,15.2,18.47,2.71,2.63,2,2,3,5,5,5,5,5,5,1,"N",1,1
468,468,2,2,2,3,4,4,2,2,1,4,1,3,4,4,3,4,4,3,4,5,3,5,4,4,5,2,13.9,2.82,2.39,1.23,1,3,1,1,1,3,1,2,1,1,"N",1,0
469,469,1,2,2,3,4,4,4,2,1,4,2,4,4,4,1,4,4,2,4,4,4,3,3,1,2,3,13.9,5.79,2.52,1.58,2,2,3,5,5,5,5,5,5,1,"N",2,1
470,470,2,2,2,2,2,4,4,4,3,4,1,4,4,4,1,4,5,5,5,5,5,2,1,3,2,1,13.6,0.26,2.21,0.92,1,2,2,4,2,2,2,2,2,1,"N",2,1
471,471,2,2,2,3,3,3,4,3,1,2,1,2,4,4,1,4,5,5,4,5,5,3,4,4,4,2,16.2,1.98,3.58,2.33,1,2,3,4,3,3,4,5,5,1,"N",2,1
472,472,2,2,2,3,2,2,4,4,1,4,1,4,4,4,1,4,2,1,3,2,1,5,5,5,5,3,11.6,19.53,2.67,2.62,2,1,1,3,1,2,1,2,1,1,"N",1,3
473,473,1,3,2,3,4,3,4,2,1,2,4,1,4,4,1,4,3,2,3,2,1,5,5,4,5,3,13.8,17.86,3.21,2.98,2,2,2,5,4,5,5,5,5,1,"N",1,0
474,474,1,1,2,2,1,2,4,1,1,4,1,4,4,4,1,4,4,2,4,4,4,3,1,1,3,1,14.7,0.09,2.91,1.68,2,1,3,3,3,3,2,2,2,1,"N",2,1
475,475,2,1,2,3,1,2,1,2,1,3,1,2,4,4,2,4,2,1,1,1,1,5,5,5,5,3,7,19.84,1.77,1.77,2,1,1,1,1,2,1,2,1,1,"N",1,2
476,476,2,3,2,3,4,3,3,2,1,4,1,3,4,4,1,4,3,2,3,2,1,5,5,5,5,3,13.8,19.92,2.91,2.89,1,2,3,3,3,3,2,4,2,1,"N",1,0
477,477,1,1,1,3,3,2,4,1,1,2,1,3,4,4,1,3,4,3,4,5,3,3,1,1,2,1,19.8,0.5,3.69,2.52,1,2,2,3,2,3,2,2,2,1,"N",2,1
478,478,2,3,2,3,2,2,4,4,1,3,2,3,4,4,1,4,4,3,4,4,4,5,4,5,5,3,11.9,14.83,2.99,2.35,1,2,3,3,1,3,4,4,1,1,"N",2,1
479,479,2,1,2,3,1,1,2,2,1,2,1,3,2,2,1,4,5,5,4,5,5,3,2,2,2,1,11.8,1,2.56,1.36,1,3,1,3,2,1,1,1,1,1,"N",2,0
480,480,2,3,2,2,4,4,4,2,1,3,3,4,4,4,1,4,3,2,3,2,1,5,5,5,5,3,11.3,19.74,2.22,2.11,1,1,2,1,1,3,1,1,1,1,"N",2,2
481,481,2,1,2,3,1,3,4,3,1,1,1,2,4,4,1,4,3,2,3,1,1,5,5,5,5,3,13.4,19.51,3.24,3.23,1,3,1,1,1,3,3,2,1,1,"N",2,2
482,482,2,1,2,3,1,1,3,4,1,2,1,2,3,3,1,4,3,2,3,2,1,5,5,4,5,3,16.6,19.02,3.53,3.5,1,2,3,5,3,3,3,4,4,1,"N",2,1
483,483,2,2,2,3,4,4,4,1,1,4,1,4,4,4,3,4,4,3,4,4,2,5,3,4,5,3,11.5,8.73,2.34,1.61,1,2,3,3,2,3,3,2,1,1,"N",2,2
484,484,1,2,1,3,1,1,4,1,1,4,2,4,4,2,1,4,3,2,3,3,3,4,3,4,5,3,7.2,12.98,2.53,2.14,2,1,3,3,1,3,1,4,2,1,"N",1,2
485,485,2,2,2,3,2,3,4,3,2,4,1,4,4,4,2,4,5,5,5,5,5,3,4,3,4,1,11.8,3.64,2.72,1.57,2,2,1,5,5,5,5,5,5,1,"N",2,2
486,486,1,2,2,2,2,2,4,1,1,4,2,3,4,4,1,4,2,2,2,2,1,5,4,5,5,3,9.5,19.82,2.57,2.55,1,2,3,4,3,3,3,2,1,1,"N",2,2
487,487,2,2,2,3,4,3,4,4,1,4,1,3,4,4,3,4,4,3,4,4,4,5,3,4,5,1,13.4,4.72,2.78,1.87,2,1,1,1,1,1,1,1,1,1,"N",2,2
488,488,2,2,2,3,1,4,4,2,1,1,1,4,4,4,2,4,5,5,5,5,4,4,4,3,5,1,12.7,1.96,2.93,1.66,1,1,2,1,1,1,1,1,1,1,"N",1,0
489,489,1,2,2,3,3,4,4,2,1,4,1,4,4,3,1,4,5,5,5,5,5,2,1,1,2,1,14.7,0.72,3.14,1.76,2,2,2,4,3,3,4,5,3,1,"N",2,1
490,490,2,2,2,2,4,4,4,3,3,4,2,4,4,4,1,4,5,5,5,5,5,5,3,3,2,1,9.4,1.55,3.09,1.92,1,2,2,4,3,3,3,2,1,1,"N",2,0
491,491,1,1,2,3,1,4,4,4,1,1,1,2,4,3,1,4,1,1,1,1,1,5,5,5,5,3,17,19.16,3.02,2.99,2,2,3,5,3,5,5,5,4,1,"N",1,2
492,492,1,2,2,3,2,3,4,2,1,3,1,2,4,4,1,4,4,3,4,4,3,3,4,3,3,3,9.8,7.15,2.63,1.77,1,2,3,4,3,3,3,4,4,1,"N",2,1
493,493,1,2,1,3,2,4,4,1,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,4.5,0.07,2.78,1.36,1,2,2,5,3,5,5,5,5,1,"N",2,0
494,494,1,2,2,2,4,2,4,3,1,4,1,4,4,4,1,4,4,3,4,3,3,3,3,3,3,3,9.9,3.33,2.24,1.21,2,2,2,3,1,3,2,2,1,1,"N",2,1
495,495,2,1,2,3,1,1,2,2,1,1,1,1,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.8,19.99,3.14,3.01,1,3,1,3,1,3,3,2,1,1,"N",1,3
496,496,1,3,2,3,4,4,4,4,1,2,1,4,4,2,1,3,4,2,3,4,3,5,4,4,5,3,10.5,9.98,3.1,2.22,2,2,2,5,5,5,5,5,5,1,"N",2,1
497,497,2,2,2,4,2,3,3,1,1,4,2,4,4,4,1,4,3,2,4,3,2,5,5,4,5,3,10.4,18,2.65,2.61,2,2,3,4,3,3,4,4,4,1,"N",2,2
498,498,2,3,2,3,2,4,3,2,1,2,2,2,4,4,2,4,1,1,1,1,1,5,5,5,5,3,13.1,19.78,3.21,3.18,1,2,2,1,1,2,1,1,1,1,"N",1,3
499,499,1,2,2,2,2,3,4,3,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,11.3,2.24,3.39,2.33,1,2,1,1,1,2,1,1,1,1,"N",2,0
500,500,1,1,1,3,1,3,4,1,1,2,1,1,4,1,1,3,3,2,3,3,1,4,3,4,5,3,12.8,13.39,2.83,2.45,2,2,2,5,5,4,5,5,5,1,"N",1,1
501,501,1,2,2,3,2,4,4,1,1,4,2,3,4,2,1,4,2,1,1,1,1,5,5,5,5,3,12.3,19.72,2.48,2.47,1,2,1,1,1,1,1,1,1,1,"N",1,2
502,502,2,2,1,3,3,4,4,4,1,4,1,3,4,4,2,4,2,1,3,2,1,5,5,5,5,3,13.3,19.83,2.53,2.45,2,2,2,5,5,5,5,5,5,1,"N",1,2
503,503,1,2,2,3,4,1,4,3,1,1,1,4,4,4,1,4,3,2,3,3,1,3,3,4,4,3,8.1,7.69,2.55,1.87,1,1,2,1,1,1,1,1,1,1,"N",1,1
504,504,2,2,2,2,4,4,4,1,1,4,1,4,4,4,1,4,5,5,5,5,5,2,1,1,1,1,8.6,0.31,1.99,0.57,2,2,2,4,3,3,4,5,5,1,"N",1,0
505,505,2,1,2,3,3,3,4,2,1,1,1,2,4,4,1,4,4,2,4,3,3,5,4,4,4,2,15.4,10.04,3.5,2.86,2,1,2,4,3,3,4,5,4,1,"N",2,1
506,506,1,2,2,3,2,4,4,1,1,4,1,1,4,4,1,4,4,2,4,5,4,3,3,3,2,2,15.2,0.58,3.13,1.94,2,3,1,3,1,3,2,2,1,1,"N",2,2
507,507,1,2,2,3,4,4,4,2,1,4,1,1,4,4,1,4,4,2,4,4,3,5,3,3,4,3,8.8,5.57,3.24,2.42,2,1,2,3,2,3,3,4,5,1,"N",2,1
508,508,1,1,2,3,3,4,4,2,1,2,1,3,4,2,1,2,1,1,1,1,1,5,5,5,5,3,14,19.97,2.59,2.56,1,3,1,1,1,1,1,1,1,1,"N",2,2
509,509,2,2,2,3,2,4,4,1,1,4,1,4,4,4,1,4,3,2,4,3,1,5,5,5,5,3,9.2,19.17,2.56,2.52,2,1,3,5,5,5,3,4,5,1,"N",1,2
510,510,1,3,2,2,2,4,4,2,1,2,1,4,4,4,1,4,4,4,4,5,4,3,3,3,4,2,13.6,7.34,3.06,1.96,2,3,2,5,5,3,5,5,4,1,"N",2,1
511,511,1,1,1,2,1,2,2,1,1,3,1,2,4,3,1,4,1,2,2,1,1,5,4,4,5,3,9.2,18.68,2.54,2.54,2,2,1,3,1,3,4,3,2,1,"N",2,1
512,512,2,3,1,3,4,4,3,3,1,3,1,2,4,3,3,4,4,2,4,4,4,5,5,5,5,3,13.4,16.86,3.85,3.27,2,2,3,5,3,5,5,5,5,1,"N",1,1
513,513,2,2,2,3,2,2,4,4,2,4,1,2,4,4,1,4,4,2,4,4,2,5,4,5,5,3,8,17.74,2.21,2.19,2,2,2,4,3,3,4,5,5,1,"N",1,1
514,514,2,1,2,3,1,3,4,1,2,1,1,3,4,4,1,4,3,2,3,2,2,5,4,5,5,2,11.6,17.99,3.11,3.06,2,2,2,5,5,5,5,5,5,1,"N",2,2
515,515,1,2,2,3,2,4,4,2,1,4,1,3,4,4,1,4,4,3,4,5,4,3,2,2,2,2,10.8,4.75,2.51,1.69,1,3,1,1,1,2,1,2,1,1,"N",2,2
516,516,1,3,2,3,4,1,4,1,1,2,1,4,4,4,1,4,4,2,4,4,3,4,4,3,4,3,9.3,11.52,3.06,2.36,1,1,2,1,1,2,1,1,1,1,"N",2,1
517,517,2,2,2,4,3,4,4,4,1,4,1,2,4,4,1,4,4,2,4,5,3,5,4,5,5,3,11.4,8.61,2.56,2.02,2,2,2,5,3,3,4,4,5,1,"N",1,2
518,518,1,1,2,3,1,2,4,2,1,1,1,2,4,3,1,4,1,1,1,1,1,5,5,5,5,3,10.3,19.91,2.52,2.5,2,3,1,5,3,3,5,5,5,1,"N",2,2
519,519,2,3,2,3,2,3,4,2,1,2,2,4,4,4,2,4,4,2,3,4,3,5,3,4,5,3,12.1,9.74,2.84,1.96,2,3,1,3,3,3,4,4,4,1,"N",1,1
520,520,1,3,2,3,2,4,4,1,1,3,1,4,4,3,1,4,3,2,3,2,1,5,4,4,5,3,8.9,15.69,2.88,2.48,2,1,1,1,1,2,1,1,1,1,"N",1,2
521,521,1,1,1,3,1,3,3,2,1,1,1,4,4,4,1,4,3,2,3,2,1,3,3,4,4,3,13.5,15.89,2.86,2.8,2,2,1,3,3,3,4,5,2,1,"N",1,1
522,522,1,3,1,3,4,1,4,1,1,2,1,3,4,4,1,4,3,2,3,3,2,4,5,4,5,3,6.6,18.71,1.35,1.15,2,2,3,5,3,3,5,5,4,1,"N",2,2
523,523,2,2,2,1,4,3,4,2,1,4,2,1,4,4,2,4,5,5,5,5,5,3,3,2,2,1,8.4,0.46,2.22,0.9,2,1,2,3,1,3,3,2,1,1,"N",2,0
524,524,1,1,1,3,1,2,4,2,1,1,1,1,4,4,1,4,3,2,3,2,1,5,3,3,4,2,5.6,11.92,1.73,1.39,1,2,2,5,3,5,5,5,5,1,"N",1,1
525,525,2,2,2,3,2,4,4,2,1,4,1,2,4,4,3,4,2,1,1,2,1,5,5,5,5,3,13.1,19.79,2.46,2.45,1,2,3,5,5,5,5,5,5,1,"N",2,4
526,526,1,3,2,3,2,4,4,3,1,4,1,4,4,4,1,4,3,2,3,3,1,5,4,4,4,3,11.1,16.95,2.91,2.38,1,2,2,1,1,3,3,2,1,1,"N",2,2
527,527,1,2,2,3,3,3,4,1,1,4,2,4,4,4,1,4,4,2,4,3,4,3,2,3,3,3,9.5,5.01,2.29,1.27,2,2,3,5,5,5,5,5,5,1,"N",1,1
528,528,1,1,1,3,1,2,1,1,1,2,1,2,4,4,1,4,3,2,3,3,2,3,2,3,2,2,15.6,8.81,2.61,1.91,1,3,1,1,1,3,2,1,1,1,"N",2,1
529,529,1,2,2,3,4,4,4,1,1,4,2,4,4,3,1,4,3,2,3,2,1,5,4,5,5,3,7.3,18.72,2.37,2.31,2,2,1,4,3,3,3,4,1,1,"N",1,1
530,530,1,3,2,3,2,1,4,1,1,2,1,3,4,2,1,4,4,2,4,3,3,5,4,4,5,3,13.1,8.43,2.73,1.74,2,2,2,3,2,3,4,2,1,1,"N",1,1
531,531,2,2,2,3,3,4,2,2,1,4,2,4,4,4,1,4,5,5,5,5,5,3,2,3,3,1,11.8,1.45,2.49,1.32,2,2,1,4,3,3,3,4,4,1,"N",2,1
532,532,2,3,2,2,4,4,2,4,1,4,3,4,4,4,1,4,4,2,4,4,3,5,5,5,5,3,13.4,10,3.02,2.08,1,3,1,1,1,1,1,1,1,1,"N",2,2
533,533,2,1,1,3,1,4,3,2,1,3,1,2,4,3,1,4,5,5,5,5,4,2,2,1,3,1,11.3,0.41,2.45,1.17,2,3,1,1,1,3,2,2,1,1,"N",2,0
534,534,2,2,2,2,1,1,3,1,1,4,1,4,4,4,1,4,4,4,4,4,3,5,5,4,5,2,10.1,11.29,3.14,2.7,2,2,2,4,3,3,5,2,5,1,"N",1,1
535,535,2,2,2,1,3,2,4,1,1,4,1,4,4,3,1,4,3,2,3,2,1,5,5,5,5,3,9,18.68,2.59,2.56,1,1,2,1,1,1,1,1,1,1,"N",2,2
536,536,2,2,2,3,4,4,4,4,1,3,1,2,4,3,1,4,3,2,4,3,2,5,5,5,5,3,18.3,19.92,3.63,3.56,2,3,2,4,4,3,5,4,4,1,"N",1,2
537,537,1,2,1,3,4,4,4,4,1,2,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,7.8,0.14,1.91,0.5,2,3,2,5,5,5,5,5,5,1,"N",2,0
538,538,2,3,1,2,4,3,3,4,1,3,3,2,4,4,1,4,3,2,3,2,1,5,5,5,5,3,10.7,19,3.01,2.82,2,2,3,5,5,5,5,5,5,1,"N",2,3
539,539,1,2,2,NA,3,4,4,2,1,2,1,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,15.6,19.65,3.19,3.18,2,3,3,5,5,5,5,5,5,1,"N",2,3
